content,label
"Dear Mr. Loc,
I checked the contract.
The certificate part of me added to me:
2. Certificate:
- Coo Chamber: Chamber of Chamber, original.
- Sales Order Certificate of Compliance: Print of the factory
- Test Certs:
1. Calibration Certificate
2. Material Inspection Certificate: Material Inspection Certificate 3.1 (Supplier Lot Traceability Per En 10204)
3. Hydrostatic Test: Hydrostatic Test Certificate 3.1 (Wetted Components Only)
",External Relationship
"Dear Mr JK, 

Please check the draft PO, fill all your information in it. Sign, endorse and send back pdf file for us. 

Best Regards,",External Relationship
"Dear Mr. Nguyen,

1. Remaining delivery time is approximately 2 weeks. Please note that balance will need to be paid prior to shipment.

2. I have relayed the information from our engineering will keep you updated if any changes.

Thank you.


Best regards,

",Customer Care
"Dear Mr. Huy,

May I have the address to send you the document by courier?

Best regards,

Allen Hong
",Customer Care
"Dear Customer, 

we thank you for your order and confirm as follows. 

Please provide your dispatch information. 
Your account details will be needed to ship the order.

Thanks in advance.
",External Relationship
"I sent the official quotation.
Have a nice weekend",Sales
Noted with thanks for the update. Please send us the bank remittance slip for reference to the payment.,External Relationship
"Dear Mr. Huy,

Thanks for the draft PO. 
I will prepare the sales contract with our form as well (in VND) will send you soon.

Best regards,
",External Relationship
"Dear Sir,
I bought your company’s sneaker on January 7th. The bill and a short video are attached with the email. We used this sneaker for a few hours only but it sometimes starts torn. It still has a warranty. We request that you please replace this sneaker immediately. Because it is not uncommon to find faults in expensive products.
Sincerely Yours,",Customer Care
"Dear Anh Tien,

I thank you for sending quotes.
My side checked and will report you when you have more information.


Thanks & Best Regards,
",Sales
"We are sending to you the bank remittance as attached. 
Please kindly check with your finance team and feedback us asap.",External Relationship
"Dear Mr Nguyen
Thank you for your inquiry
I will submit a quote to you soon
IS this a firm buying or bidding?
Can I know who is the end user ?

",Sales
"DHL EXPRESS
SHIPMENT ADVISORY

The following 1 piece(s) have been sent by AISHA MUSA from ALFA LAVAL TUMBA AB (SINGAPORE BRANCH) with DHL Express on 03/08/2019 using AWB# 2484981973.
If you wish to track this (these) shipment(s) please visit the DHL Web site at http://www.dhl.com/

If you have a Web-enabled mail reader,
Click the link below to view shipment tracking details:
http://www.dhl.com/cgi-bin/tracking.pl?AWB=2484981973


Shipment Sent To:
SONG LINH TRADING AND SERVICES COMPANY LIMITED
MR HUY
65/9 BINH GIA STREET WARD 8
VUNG TAU CITY
VIETNAM
BA RIA

Vietnam

Shipment Sent From:
ALFA LAVAL TUMBA AB (SINGAPORE BRANCH)
AISHA MUSA
11 JOO KOON CIRCLE
JURONG
SINGAPORE 629043
SINGAPORE
629043
Singapore

SHIPMENT CONTENTS:
1. CENTRIFUGES PARTSPO : 003/02.19/PO/SLC-ALS

SHIPPER REFERENCE: 15298506/0019101142/0008584793

RECAP

AWB: 2484981973
ETA: NO ESTIMATE
WEIGHT: 0.7 K(s)
PIECES: 1
CONTENTS: 1. CENTRIFUGES PARTSPO : 003/02.19/PO/SLC-ALS
REF: 15298506/0019101142/0008584793

PIECE IDS AND PIECE WEIGHTS:

PIECE ID PIECE WEIGHT K(s)
JD014600006784484042 0.7


Thank you for using DHL Express.
",External Relationship
"I do not recommend, I had a negative experience, I got not what I ordered and then I had a week running to get a paid load, and after I paid 12lv for delivery
Delivery is expensive and after I had to send back the wrong shipment and looking for where to get a telphon during a seven",Customer Care
Nice to work with him on this order. Please send me the quote for my side to make an order contract.,Sales
"I talked to two people from your team - they were both very kind. My problem is the delivery - twice I called to confirm whether if I ordered the phone on June 30 it would come before July 5th because I was leaving. I was confirmed that Monday or Tuesday would be at the courier. The phone was at a courier on July 5th. I understand that this is not a problem with your service, but that of the courier, but I really needed the phone faster, so I called and yet it was not true what I was advised by your colleagues.",Customer Care
"We would like to inform that we won the bid and will send to you draft PO for checking as earliest time. 
By the way, we suggest to change the payment term from 100% T/T in advance to 50% T/T in advance, 50% T/T before shipment. 
Please kindly check and feedback us asap.",External Relationship
"Thanks for your email. 

Regret no offer for G4- G6 due to required specifications out of our scope.",Sales
"Dear Mr Kha, 

Well received your PO with thanks. 
We saw your PO stated that cable not produce before Year 2018, however our stock for this cable is with YOM of 2015. Kindly advise if this is acceptable before we proceed your PO. 

Thank you.",External Relationship
"Dear Celine, 
Have a nice day! 
Thanks for your information! 
please, inform us delivery notice when the shipment is ready.",External Relationship
We received money on 27.02.2020,External Relationship
"Al rod was for compressor made before 1977. Please provide your compressor nameplate for us to verify. 

Al. conn rod now is longer available. 

You have to change to steel conn rod, and has to replace all of the al. rod. Cannot be mixed.",Customer Care
"Please recheck production schedule. 
Delivery time: 32 weeks after the receipt 50% advance payment. 

Please find attached files for PO and T/T slip.",External Relationship
"Rich assortment, fast delivery. I have ordered several times from cosmetics. The range on the site is really very rich, so I prefer them. I make larger orders-shampoos, perfumes ... so that it can come out cheaper, and with a larger order, delivery is free. They are quick - they process the order on the frame of the day I made it and the next day things are with me.",Customer Care
"Hi Mr Tien

Song Linh Company is in need
Detailed as attached files, Mr. Vui Long quoted for Song Linh.
Thank you!
",Sales
"Dear Tuan

Good afternoon.

I believe you are doing well and keep it safely.

We are a local business partner of Metegrity, a market leader in software solutions to manage assets integrity for factories, pipes and facilities. Metegrity Inc. being used by some large corporations like Chevron for all their assets.

I understand that your customers have many pressure vessels, pipes, heat exchangers and other pressure blockers at its assets. The integrity of these devices, need to be managed in a way that they are safe, operating in integrity windows and does not lead to any shortcut or loss of no plan. .
We would like to introduce to you: Pipeline Enterprise, the 4th generation construction management system (CQMS) as a service (SAAS)
What I am providing can help your customers enhance the safety of your factory.

Improve productivity
Increase efficiency
? Save driving costs
? Cut the delivery time frame
? Improve the ability to make decisions
Enhance competitiveness
I will be very happy to talk to you and also ask you to visit our website (https://metegrity.com/pipeline-enterprise) to understand the Metegrity pipe software, I am also sending a slide floor About pipeline businesses for pipeline for your assessment.
If you need a demo of our expert, please don't hesitate to let me know. We are happy to do so.

Best regards

Sincerely thank you",Sales
"Very bad

For the first time I ordered this store and for the last time it will be. The low price attracted me.

They could pay attention to their customers and have information about the products.",Customer Care
"1 lev shop. The range is really rich, but the quality is under all criticism ... About 95 % of the products of the products have much to do with reality. The clothes are made of quite poor quality fabrics, the services stick after 2-3 services. I do not recommend anyone's website.",Customer Care
"I send you an order for the gear box as the attached file.
Mr. Note helped me back to CQ and coal as confirmed in the mail.
Transfer information as in quotes, right?
Please help me pay this order when VES confirms your account.",Sales
"Hi Tuan, 

please find attached the technical drawing 

27866101 B 

for the Fire Roller Shutter A-60 SlimLine. 

Please check the drawing and send the approved drawing with your stamp and signature back as soon as possible so we can proceed with the production. 

Please note: 
We won’t start with the production without your drawing approval. 

Sincerely yours, 

Ms. Hua",Sales
"Fast delivery, they issue an invoice, they are great!",Customer Care
"Hi bro,

I send you ask for price offer as the content in the attached file.
This request on my side to participate in the bidding, I support me to hello the best price.
Thank you

End User: Vietsovpetro.
Project: Electrical equipment and supplies.
",Sales
"Dear Sir,
On March 1,2021, I bought a pair of services, model number 25811, serial number 850599 at the services Showroom located at 1834 Tulip Ave, Town, TX 77001. I paid 65.00 dolars for the services on my credit card.
Unfortunately, your product has not performed well because the services is defective. The sole broke off on March 5. I returned the store on March 7, but the store manager, Aaron, would not speak to me.
To resolve the problem, I would appreciate if your company would pick up this services, for free, and refund the 65 dolars I paid. Enclosed are copies of my records, including my receipt, delivery invoice, and photos of the broken services.
I looking forward to your reply and a resolution to my problem.
Sincerely,
Jane Roe",Customer Care
"Hi Hieu, 

Can other goods be genuine or genuine Krohne?",Sales
"Hi Cuong, 

Look at the quotation for you 


STT The product code describes the unit manufacturer of unit price (VND) into money (VND) Origin of delivery time 
1 516,850.055 851ph Optical Smoke/Heat Detector 
(Marine Only) 
Built-In Line Isolator Tyco 24 2,936,709 70,481,011 Norway 7-9 weeks 
2 516.800.530 801PHEX Optical Smoke/Heat Detector, 
Intrinsically Safe Tyco 4 8,395,337 33,581,348 Norway 7-9 weeks 
3 514,800,610 MCP830M Weatherproof Version, 
Marine (IP66), Built-in Isolat 
Replacing 514.800.606.T 
- This new version has built-in isolator. Tyco Cai 4 5,807,051 23,228,205 Norway 7-9 weeks 
4 514,800.609 MCP820M Marine Manual Call Point, 
Built-in Isolator, Indoor 
Excluding back box 
Replacing 514.800.609 
- This new version has built-in isolator. Tyco Cai 2 2,588,286 5,176,571 Norway 7-9 weeks 
5 XG5-A1-01-FD XG5-A1-01-FD XGard Type 5 
A Aluminum 
1 m20 
01 Atex/IECEX 
FD Methane 0-100% Lel Crowcon 9 18,006,739 162,060,649 UK 7-9 weeks 
6 C1442 96HD Weatherproof Cap Crowcon 9 3,903,900 35,135,100 UK 7-9 weeks 
7 C03005 Calibration Adaptor Crowcon 97,975 8,783,775 UK 7-9 weeks 
8 XG2-A1-01-AC XG2-A1-01-AC XGard Type 2 
A Aluminum 
1 m20 
01 Atex/IECEX 
AC hydrogen sulphide 0-100ppm H2S Crowcon 9 28,342,314 255,080,826 UK 7-9 weeks 
9 C1442 96HD Weatherproof Cap. Crowcon 9 2,927,925 26,351,325 UK 7-9 weeks 
10 Co From Chamber of Commerce UK 1 4,050,000 4.050,000 UK 7-9 weeks 
Total 623,928,810 
VAT 62,392,881 
Total price (including VAT) 686,321,691 

- The validity period of quotation: 
- Delivery time: as quotes 
- Payment methods: 
- Need to specify the model / part number / manufacturer / origin in the price list. - As quotes 
- Certificate, shredded by the Chamber of Commerce Export, CQ / Catalog: as quotes 
Year of production: 2020, 2021 
",Sales
"Dear Sir, 

PO well received & confirmed, please send us the official PO once available at your end.",External Relationship
"Dear Ms Truong, 

All these numbers are referring to following items? 
As received yesterday from Mr Nguyen. 

300081 = 49.34615.701 
Price € 23,33 
Available on stock 

359041 = 37.041 
Price € 3,63 
Available on stock 

359042= 37.042 
Price € 3,69 
Available on stock 

375236 = 55.34055.020 
Price € 25,13 
Available on stock 

300080= 49.41015.300 
€ 10,14 
Available on stock 

375252 = 55.32566.806 
Already offered !!",Sales
"Our cus will send information as soon. But the product used when they build the ship. 
1. Vessel Name: Ruby II FPSO in 2008 (Original Name: Cherry II) 
2. Hull No: 334 / 335 
3. IMO No: 8902175 
4. Shipbuilder: Onomichi, Japan in 1989 
We send you information Shipbuilder, hope to maker can quote.",Sales
Can you send me the general price of some of the items you can offer for this package.,Sales
"Hi a kha, 

Thank you for sending the order! 

CPTECH will send the price offer early. 

Are looking forward to cooperate !",Sales
"Hi Son/Minh,

Please send the courier (paid customers) 2 seals, water pump 3609826 + invoice for:

Nguyen Quoc Huy (0906 346 034)
Song Linh Trading and Service Company Limited
D/C: No. 65/9 Binh Gia, Ward 8, TP. Vung Tau, Ba Ria-Vung Tau Province.

Tks all,
",External Relationship
"Dear Ms Hui Min, 

The item 1.3 does not comply with our customer’s request due to delivery time is so long. In fact, could you offer another brand for this item as General Cable, etc… 

Besides, we are required to supply all items are manufactured in 2016 – 2017 and have CO & CQ for all, could you update for us? 

Best Regards,",External Relationship
"We are checking minimum lot of production for item 2, considering that the offer was based on production of both items with MUD protection. 

We will be back to your shortly.",Sales
"Dear Ivy,
Wish you everthing goes well in the penultimate month of 2020!
For 1.2m automatic flyaway antenna,these recent months we customized the frequency for one customer,and we did the testing, so we'd like to share this information to you. 
Please kindly check below and attached details.


Thanks.

For what it's worth, it's never too late.
",External Relationship
"Dear Song Linh,
I would like to ask a question about the warranty policy. Whether the warranty period has expired but I want to warranty the product, is it possible? What if I want to warranty my services?
Please reply my email as soon as you can. Thank you
Love",Customer Care
"SONG LINH - PAMEC - RFQ Pressure Control
We have a new enquiry as below, We would be grateful if you could provide us with a quotation.
1 Pressure Control, Maker: TRAFAG
Range: 25-250 Bar; P-max 400 Bar, 
S/N:356744-021; 
Type: 9K0.2085 Pcs 01
2 Pressure Control, Maker: TRAFAG
Range: 01-16 Bar; 
S/N:351805-030
Type: 9M0.2079 Pcs 01

Please kindly check & offer us your best price for the goods. 
*Pls comment enough below information on your quotation: 
- Price term: 
- Delivery time: 
- Payment term: 
- Model/ Part number/Brand/Origin should be clarified on quotation. 
- Certificate sample, CO by chamber of commerce, CQ, Mill Certificate / catalogue/ drawing c/w quotation to be required. 
",Sales
"I am pleased with the shopping. I accidentally came across the e-shop aroma on the internet. I saw their new Aroma style paint, I ordered it, shampoos, toothpaste and face tonic. My order arrived quickly, after 2 days. I was pleased with all the products. I liked the e-shop of aroma. There is a good look and easily detected products.",Customer Care
"Dear Anh Tuan, 
As if talking to him, in the attached file, I sent Mr. Tuan to quote for 2 options of Korean materials as he requested. 
Mr. Tuan please see and give me feedback. 

Thank you Mr. Tuan.",Sales
"Dear Ivy,
Good day!
In this beautiful beginning of spring, let us share you our 2.4m portable flyaway antenna with manual and motorized type.
Also we had done these two portable flyaway antenna videos for manual and motorized separately, please kindly check at below website for your reference.
2.4m manual portable flyway antenna: https://www.youtube.com/watch?v=pWNtYQLjN_g
2.4m motorized portable flyaway antenna:https://youtu.be/SyD3Oy1goU0

As well as the comparison for these two antennas as below for your reference.
True nobility is being superior to your former self.
With warm regards,
",External Relationship
"Thank you for your recent online enquiry.

Here is your quote for the Intellian V100 Home Sensor V3-4007.

Obviously shipping and VAT are subject to your location.

Kind Regards
",Sales
"Beauty Shop. I have bought some products from this online store and I am very pleased with both the quality of the products and the fast service and delivery. It is good that there is a detailed description of the product offered, which facilitates the choice of the customer.",Customer Care
"The online store, the prices and the organization is very easy, fast and comfortable. The problem was the connection with the customer department on the mobile phone specified for contact, one day of the afternoon I could not contact, and the next day I called and refused me and did not pick up. I finally contacted. This order also had a problem with the attached discount code, that is, the amount of the order is one, and the notice of the courier for the payment was the high amount without a discount. After being asked by my part, they managed to correct it, and finally I found that my item visually had nothing to do with the color of the store, which I told about at a higher point of the poll.",Customer Care
"I have no remarks about the order. It's quick, easy and comfortable! Take advantage of!

From my own experience, I know that shopping online is quick, easy and comfortable. So I chose this way. Save a lot of my personal time.

I have no remarks about the order. Your associate was very accurate, I hope I was so accurate and I didn't take you a lot of time. Thanks for that!",Customer Care
"I have this order. Please see and quote offer for me. 
Please quote before October 19, please help me.",Sales
"Dear Mr. David Gamble,

Good day to you.

We transferred payment for this PO yesterday, pls see attached for bank remittance.
Please help us to check with your finance team and confirm us if you got payment receipt.
Kindly arrange to produce goods for catching dock schedule (estimate on dock 20/11/2018).

As per your question, please see our reply as below:

1. We do not know what problems they are having and have quoted only on their request.
• This project is preparing and main maintenance in 2019 for M/V PTSC Th?ng Long. The vessel will be on dock for maintenance as per operate instruction and annual registration.

2. If the remaining seal parts are not damaged, no problem, but the customer should check and confirm as it is unlikely that the remaining seals are OK with so many others being replaced.
• As you did not give any advice on start so we just order as your first information accordingly.

3. They should also consider that replacing the seals is not a simple matter and that we strongly recommend that one of our engineers attend during the seal replacement and testing.
• Please support to provide us with “Guide to safe operation” for reference.
",Customer Care
"Dear Mr. Kha, 

Wish you a happy working day. 
I sent you the price list that added Calibration Certificate as required. 
Need more support, please contact me again.",Sales
"Please email CIPL.
This order has been paid.",External Relationship
"Dear Mr. Huy, 
- End user? VSP 
- Project name? VT-080/20-DA/FPSO 
- Deadline of quote? 11/10/2020 
Please quote me soon.",Customer Care
"We will process to order for the Quotation. We are sending to you Draft PO as attached file. 
Please, check it and confirm us. 
Hope to receive your mail.",External Relationship
"Hi Kha,

Thank you for sending orders!

CPTECH quotes Cortem Cable Gland: The goods are available as follows:

2 Cable Gland M20, Size O Comleted With Accessories: PVC Shroud, Earth Tag, Locknut EEX-D, IP-66 Brass, Back-Nut Washer PCE 8.00
Cortem-idaly
EXD/E IIC IIC66/67 Cable Gland for Amorured Cable in Brass Nickel Plated Size M20: Completed With Accessories: PVC Shroud, Earth Tag, Locknut EEX-D, Back-Nut Washer
Model: Revd1ib
Price: 295,000 VND/PC, not VAT, available goods
Co & CQ from cortem manufacturer: Import copy
Chamber of Chamber of Commerce: A copy Y by importer
Fire -proof certificate: Atex/IECEX: A copy Y by importer
Origin: Cortem-Italy
Available goods

Please refer to the attached catalog file!

Are looking forward to cooperate !

",Sales
"Dear Mr. Light,
ABC Company needs to quote the following product:
Mounting Kit
720043130-999-0000 & 720043132-999-0000
Maker: Masoneilan PCS 1
Please check and quote before November 13, 2019 to help Song Linh Company.
We hope to receive your quote.
",Sales
"Dear Mr. Huy, 

Thanks for the good news. 

But I am sorry that it is very difficult to consider that discount ratio in this offer. 
It will be really great if we can put more than 15% margin and can offer the discount as you want. 
But actually the manufacturers never expect that high profit generally and really difficult to absorb that rate from our side only. 

For the first cooperation, I would like to make the total amount $20,000 to support you. 
I’d appreciate if you check and confirm soon. 

Best regards,",Sales
"Dear Mr. Seto, 
Good day to you! 
We are still waiting the Po from our customer. may be, we will send you draft PO next week.",External Relationship
"Hi Vi,

The goods come with the original CO issued by the Chamber of Commerce and Industry of the producing/exporting country, see the added contract.


Best Regards",External Relationship
"If you are not the addressee, any disclosure, reproduction, copying, distribution, or use of this communication is strictly prohibited. If you have received this transmission in error please notify the sender immediately and then delete this email. Email transmission cannot be guaranteed to be secure or error free as information could be intercepted, corrupted, lost, destroyed, arrive late or incomplete, or contain viruses. The sender therefore does not accept liability for any errors or omissions in the contents of this message which arise as a result of email transmission. If verification is required please request a hard copy version. Kaye Scholer LLP is a Delaware (USA) Limited Liability Partnership. A list of the names of the partners and their professional qualifications is open to inspection at the principal office 88 Wood Street London EC2V 7RS. The partners are either solicitors or registered foreign lawyers.",Customer Care
"Hi Anh Kha, 

Send me the price list, due to the wrong price of the size, I see the attached file for you. 

Thank you.",Sales
"Dear Mr Cuong,
In the attached file, I sent Mr. Cuong to quote the required items.

Mr. Cuong please see and give me a response.
I thank Mr. Cuong.
",Sales
"Fast and correct service, the pots are great. I am generally very pleased",Customer Care
"Dear Mr. Loc,
Customers need to provide 2 more Certs: Sil3 Certificate and EX Certificate.
I asked Emerson for me. Just the copy is fine.",External Relationship
"Everything is great! The order was fast, and I quickly received the shipment! I am very pleased!",Customer Care
"Dear company,
Our company needs to ask the price for the following product:
Silicagel_ Moisturizing Silicagel For Moisture Absorbent of Junction Boxes, Cabinets on MSPS
Package: 200 g x 5 bags = 01 kg
Color: White
Diameter: 1-1.5mm to be advise TBA or Equal Kg 200
Please check and quote our company.
We hope to receive a quote from your company.",Sales
"Good day. 

Our maker couldn't provide certificate of quality for this case. 
Please kindly check it.",External Relationship
"The customer connection should be made within 2-3 hours after the delivery of the electronic delivery request, not after a day or two!",Customer Care
"Madam,
I am writing this email to complain at your store's poor service. Yesterday, I went to your shop and chose a couple of red services as a gift for my daughter. And when she opened the gift in middle of the party, she was quite dissapointed because the services were blue.
I have been your store’s loyal fan since 2018 and I love every models of the services, the quality and your store's service. But not this time. It made me quite dissapointed.
I look forward to your immediate reply and a resolution to my problem.
Thank you for your assistance.",Customer Care
"Dear Mr. Tuan, 
Thanks for your request. 
Ask you to check again and give me the Spec of sections 1, 2, 3, 5, 6. 
Looking forward to receiving feedback from him soon. 
Thanks & Best Regards,",Sales
Extremely pleased with the fast delivery and the use of customers.,Customer Care
"Could you please update me with this information.
Looking forward to receiving your feedback.",Customer Care
"I send you information from the Investor responded as below. 
He arranged and supported the technical layout exactly as the time announced for me. 
I need more information, please contact me.",Customer Care
"Dear Mr. Huy, 

I will send you the original CQ and MTC from Korea. Please check the revised CQ as attached. 
The others will be given when you pick up the ropes. 

By the way, I have sent you the draft of CO before. 
May we issue the original without revising? 

Looking forward to hearing from you soon. 

Best regards,",External Relationship
"Dear Anh Dan,

Thanks for your information.
He sent me to help me notify the delivery and the rest of the money to pay so I can conduct it.


Thanks & Best Regards,
",External Relationship
"Dear Kha, 

Thank you for your interest in Extron products 

As spoken over the phone earlier, before we can recommend the right product as well as our reseller to support you on the quote, kindly help to advise on the following: 

1. Full name of project for below request? 
2. System design of project for our verification? If not applicable, let us know your wiring connection diagram to recommend the right product? 
3. May I know the HDMI cable length you are using? What is the resolution of input sources? 

We look forward to your prompt response so that we can look into your needs 

Hear from you soon",Customer Care
"Everything is fast and correct

Who is unable to go shop is a super convenience to order online

You can't see the goods before you order, but there is a ""review"" option, but there is an option",Customer Care
"Wish you have a good day.

As the ONLY authorized distributor for Westlock Control Products in VIET NAM. I'd like to announce that we have a Webinar to discuss the global market trend for transmitters
The industry is moving towards transmitters…are you prepared? 
As the global market for switches declines, the rise of transmitters has become more widely accepted and continues to be as the technology improves.
Westlock Controls takes this opportunity to explore the benefits of transmitter technology and how the Digital EPIC D200 offers enhanced diagnostics & predictive analytics, saves maintenance dollars over the life of the plant & reduce your total cost of ownership from project design through implementation/maintenance of your valve monitoring devices.
Please take the time to join us. We look forward to you joining our webinar!",External Relationship
"The most useful site for me. The seller is my most useful site, because in it I almost always find the things I look for at a lower price than that of the shops, and many times and while I find other interesting things to buy. It is also convenient for me because I can ask questions to the seller who has already used the product and can help me choose. I have been selling through the site many times - it's easy, it's convenient to get the courier's money and it's not stressful.",Customer Care
"Everything about the order was fine, but I had to throw away the appliance as it was on the third switch on…",Customer Care
"Dear Mr Huy: 

Send Huy Quotation of Wilden pump as required. Available offline. 

Thanks & Best Regards,",Sales
"We are currently in need of pricing for the following products:
Cooling fan assembly for instrument air compressor cooling system (ZT 160-200-250-275-380-440V/60Hz IEC).
Part No. : 1635506300
Model: ZT160,
Serial No. APF 141391
Marker: Atlas Copco Set 2 Cooling fan assembly for Instrument Air Compressor. (Maker: Atlas Copco; Model / Serial No.: ZT160-10.40)

Please check and quote for me. Looking forward to receiving your quote.",Sales
"Hi Huy, 

Thank you, Song Linh ordered! 

CPTECH will confirm the order! 

Are looking forward to cooperate !",External Relationship
"I need to ask the price for the product as follows: 
36 EDG Fuel Oil Pump Complete Set: Maker - Viking Pump. Inc. . A Unit of Idex Corperation: - Cedar Falls. IA. USA - Ser #: V862698 - Mod P/N: 313 - 7770 Set 1 
Please check and quote for me. 
",Sales
"Happy new year to you! 
thank for your support! 
but the PO can not placed by end of Jan, 2020. because this enquiry still process of reviewing with some product in quotation. 
I thank you if you still discounted your quote when the quotation finished. 
hope to receive your mail. 
",External Relationship
"Dear Mr. Dung,
I checked the specifications.
I need to clarify because of the generator noise.
The SH12500EX machine is 75 DBA and SH9500 is 67 dBA.
So the SH12500EX machine is soundproof again?
",Customer Care
"According to the phone exchange, sending this package of 4 groups in the attached file. Requirements of EU/G7 trade origin, certified originating from the Chamber of Commerce and Export.",External Relationship
"Dear Madam,
However, it has been over 20 days now, and we have not received the ordered goods yet. Neither have you cared to explain the reason for the delay yet. Please note that the delay is causing business loss to us. We need those ordered goods urgently to honor our commitments. Therefore, you are requested to deliver the goods at the earliest without any further delay.
Looking forward to your prompt action in this regard.
Yours faithfully,",Customer Care
"Dear Mr. Kha, 
Thank you for your response.. 
About the Fluke 789 device when the supplier provides it to the customer, it will include: 
- TL71 Test lead 
- AC175 Alligator clips 
- Four AA batteries 
- Quick reference guide 
In addition, the device will include a Test Report as an attachment. (Same for Fluke 789). 
For these devices, only CO and CQ are issued with a copy of the company.",Sales
"Hi Anh Kha, 

I send you quotes and product catalogs for your request, details you see the attached file. 
Any questions I contacted you again. 

Thanks,",Sales
"Reduced goods are branded and really profitable. The manuals help a lot in the choice. Delivery is correct. Convenient and fast use site. I particularly like the ""promotion"" category, where there are huge reductions in otherwise ungodly expensive goods, such as baby strollers. The assortment of baby clothes is slightly fasting - I would have more colors and socks. Bandans and booms are OK, the variety is great there. The biggest advantage is the so-called. ""Manuals"" that direct you which product to buy according to your needs. It was helpful for me to read about different types of breastfeeding pumps. As a minus, as in most online stores, I can point out that there is no showroom that is not cool when ordering blind products for 800+ BGN. Of course, you can always go to another retail outlet and then buy online, if it is cheaper. The employees are very kind and warm people, they delivered me for free the ordered goods and after 10 days I even returned one unused breastfeeding bottle because in the meantime the relatives gave me another.",Customer Care
"Dear,
With reference to the subject RFQ; Please send an updated price list for the enclosed/ attached new requirement with regards to the following notes: – Item 3,14,22,30,40 and Item 26,27,38.
We are very interested in making a purc­hase. We will appreciate it if you can send us the price of one unit and discounts on bulk orders with the freight cost to Thu Duc, HCM.
Appreciate your quick response at the earliest.
With Best Regards,",Customer Care
"Dear Anh
I received your mail
You report to you some of the cable Gland to follow.

Cable Gland M63 (OD: 46mm -
65.3mm) - Input electric cables for armored cables with Nickel -Plated Brass Cable Gland Shall Be Dual Certified Ex'D ', Ex'e' Suitable for Zone 2, IIA, T3
Hazardous Area Applications. Compression type with a FlameProof SEAL on the cable inner Bedding an Environmental seal on the cable Outer Sheath, Minimum IP56 Protection Degree. Complete With Locknut, Sealing Washer, Earth Tag and Shroud, for Cable with Tinning Copper Wire Braid PCE 6
Cable Gland M75 (OD: 57mm - 78mm) - Nickel -Plated Brass Cable Gland Suitable for Nonhazardous Area Applications. Compression type with a FlameProof Seal on the Cable inner Bedding An Environmental Seal on the Cable Outer Sheath. Compression Type, Minimum IP56 Protection Degree.
Complete With Locknut, Sealing Washer, Earth Tag and Shroud, for cable with Tinning Copper Wire Braid PCE 8
",Sales
"Dear Mr Kha, 

For item 3, we have proposed the same as per QT19-0906-R1 due to we only left these cable lengths for this size. 

Thank you.",Sales
"Nice toy store. I happened to come across this store and after a lot of viewing my items, I liked a block of adhesive stickers for my baby. I was not clear what principle they were and made an inquiry by Imeel. The very day they answered me and I ordered them. Immediately contacted an employee with me. It turned out that one of their things was exhausted, even though it was as an item. I consider this as a pass on their part because the client remains misled. Otherwise they were very kind. In two days I received my order with cash on delivery. They have an option for free shipping over a certain amount, which is great. Great variety of toys!",Customer Care
"Hello
Please give me more information to give me a quote: the face of the clock, the material, the leg or the hind leg, whether or not oil or no oil, origin, ...
Thank you!",Sales
"Dear Mr. Khach,
Please, quote us Specification: drum length 24"".
And please help us clarify to spec” 1G123PY”.
Hope to receive your mail.
",Sales
"Dear Mr Kha, 

Please find our offer and catalogue as attached. 
For certificate, please refer below: 
KEYSTONE & ARISTONCAVI - CQQ (ORIGINAL ISSUED BY MANUFACTURER) BRUNO BALDASSARI - CQQ (COPY ISSUED BY MANUFACTURER) U-LUG - CQQ (ORIGINAL ISSUED BY DUPREX OFFSHORE) 

Thank you.",External Relationship
We appreciate you sending us the inquiry. We are a Dresser Rand High Speed Reciprocating Compressor Distributor and do not have access to the parts for the product line in your request.,External Relationship
"Send Vi Quick quotation, origin Denmark. Delivery 2 weeks
CO Alfa Laval grade.

No. Item Description Qty Unit Price
(EUR) Amount
(EUR)
1 9842348700 SOLENOID VALVE 1/2"" EV220B 15
110V 50/60 CS NO (EVSI 15) 2 367.0 734.0
Total Price CIP Hochiminh City Airport (EUR) 734.0",Sales
"Good day Tuan, 

thank you for your email. I understand your situation but unfortunately it is not possible to reduce the production time. If there is any possibility to shorten the finishing of the shutter I will let you know. 

The date of signing the PO is not relevant for the delivery time. 

As you seen we always have pointed out when the delivery time starts. On the quotation and also on our order confirmation. You will find these documents attached. 




Also after technical clarification means after your drawing approval. 

We got your drawing approval on 25th August 2022. There is also always shown “approx. 20 weeks”. This is not a guaranteed delivery date.

25th August is CW 34/2022 until end of year 2022 there are 16 weeks left. 

As we wrote CW 51/2022 and CW 52/2022 does not count for the delivery time. 

Until CW 05/2023 it’s all together 21 weeks. The 21 weeks included the approx. 1 week to create the wooden box for the shutter. 


Sincerely yours,
",Sales
"A huge choice. Although we have a megyas store in the city, I prefer to shop online. Their site is quite well -designed, very comfortable and easy to find and a huge selection of any type of service is offered. About a month ago I ordered summer sandals. I was very well served, I was answered in detail to all the questions. The sandals were the same as those of the photos on the site, extremely comfortable, beautiful and elegant. A very good impression was that I forgot to point out to have an option to inspect the sandals, but from my site they allowed to see them. Prices are extremely expelled, especially if they are from an older collection and reduced. I will continue to order services from the site.",Customer Care
