content,label
"Dear Mr Vu,

We do have stock of BFOU(c) for item 3.1 & 3.2 but outer sheath is SHF 2 (non-mud). 

Should you need further assistance, please do not hesitate to contact us.

Look forward to receive your good news.

Thank you.",3
"Dear Mr Vu,

We have check with TMC, price remain the same and lead time for new production of BFOU(c) will be 8 – 10 weeks (CIF Singapore)

As currently no stock of BFOU(c) in the market, therefore kindly suggest PTSC to use BFOU(i)

Thank you.",3
"Dear JK, 

Due to PTSC did not accept to change type “c” to “i"". Please support us to check with TMC for this issue. 

In case production, how long does it take that we can get these cables type “c”? 

Best Regards,",1
"Dear Mr Vu, 

Please find our revised offer and COO from TMC as attached for your perusal. 

Please note that we offer BFOU as an alternative for item 1.3 which is ex-stock in Singapore for your consideration. 

Should you need any assistance, please do not hesitate to contact us. 

Thank you.",3
"Dear Mr. JK, 

Please check for item 3.1 & 3.2, we need the cables with type BFOU (c) but now you are offering BFOU (i). 

Best Regards,",3
"Dear Mr Vu, 

1. The prices will not change. 
2. Yes we are sending you the CO from TMC in 15 minutes. 
3. Yes we will try to get CQ from TMC once you confirmed the order with us. 

And now we confirmed all cables are 2016/2017. 

You will receive revised offer shortly with the CO documents from Hui Min. 

Thank You. 

Best Regards,",2
"Dear Mr Vu Nguyen, 

COO, we can provide copy applied by factory in their respective country chamber of commerce and Certificate of Compliance under our company letter head. 

Below are the YOM for your reference. 
Item1.1 : YOM 2014 
Item1.2 : YOM 2015 
Item1.3 : Can you accept alternative BFOU? 
Item2.1 : YOM 2015 
Item3.1 : YOM 2015 
Item3.2 : YOM 2016 
Item3.3 : YOM 2016 
Item3.4 : YOM 2017 
Item 3.5 : YOM 2015 

Please do not hesitate to contact us if you need any assistance. 

Look forward to hear from your good news soon. 

thank you.",2
"Dear Ms Hui Min, 

The item 1.3 does not comply with our customer’s request due to delivery time is so long. In fact, could you offer another brand for this item as General Cable, etc… 

Besides, we are required to supply all items are manufactured in 2016 – 2017 and have CO & CQ for all, could you update for us? 

Best Regards,",2
"Dear Mr Vu Nguyen, 

We are pleased to offer as attached for your consideration. 

Enclosed the spec for your reference. 

Please do not hesitate to contact us if you have any questions. 

Look forward to hear from your good news soon. 

Thank you.",3
"Dear Mr JK and Ms Mina, 

Thank you for your email and nice to work with you. 

As discussed, we are required to supply these cables as below. Could you give us your offer?",3
"Dear Mr Vu Nguyen, 

A very good day to you. We are pleased to introduce Duprex Offshore, a Singapore based company that supplies quality engineering products at competitive prices for the oil and gas & marine industries. 

Our comprehensive electrical & piping products range from cables, cable trays & ladders, lightings, electrical accessories & non-corrosive GRE/GRV/GRP pipes & grating solutions https://www.dropbox.com/s/wa3vhxnjyfjus1b/HLB%20PIPING.pdf?dl=0 which will complement any project requirement. Our products are made to withstand adverse environment and applications, be it offshore, marine, drilling, exploration, petrochemical, mining, ports and even military. 

With established resources and partnerships with major manufacturers applying cutting edge technology, we are confident to provide a holistic supply to EPCs, fabrication yards and end-users on any project basis. A total solution provider is essential for your engineering needs and we are committed to deliver the products to suit any harsh, hazardous or normal conditions. 
Our team possesses vast experience in the oil and gas sector and you can rest assured that professional and quality service is a commitment we uphold strictly. We are constantly improving ourselves to serve you better, bringing value and strong support to your business. When it comes to oil and gas engineering supplies, think Duprex Offshore - Your trusted partner in getting and delivering the right products. You Choose Us, We Deliver! 
Kindly visit our website at www.duprexoffshore.com for more information or follow us on LinkedIn & Facebook. 
We have attached a copy of our Company e-brochure for your kind perusal. 

Do keep us in mind and feel free to give us a call or drop us an email if you have any queries. 

Thank You.",2
"Hello Cuong,
As we have not received your payment, we’ll cancel order 
In the future, if you have inquiry, we’ll send offer and price may not fixed.
",3
"Dear Adrian, 
Please help me to cancel invoice in Singapore side as customer cancelled order. So sorry about this matter 

SAFETY INTEGRITY PERFORMANCE 

Thank you 
Best Regards,",3
"Hi Cuong, 
You should send PO to us. We should not PO for you. 
If you don’t want to make PO, then you may not need. 
In this case, kindly print out our QUOTE and stamp with your company. 
We’ll issue invoice for your payment process.",2
"Hi Cuong, 
Below í our bank information. 
Kindly send you PO then we can issue invoice to you",2
"Dear Mr. Lukas, 

The file attached is our draft PO, pls fill your information and convert the price into USD, sign and send to me through email.",2
"Dear Mr Kha

Please check the invoice and the information is okay, there is anything to comment for your official to issue an official invoice.

Tran Trong
",2
"Dear Mr. Kha,
Thanks a lot. We have just received your payment.
Pls kindly confirm delivery address and attention, then we will arrange delivery.
",2
"Dear Ms. Dieu,
Yes, I received your mail. I will send you notice payment when I have it",2
"Thank you, Mr. Kha, 

I received information. 
Etec supported the courier for his side. 

Best regards.",2
"Dear Ms. Pediatric,
I send the UNC back to the order. You check with the accountant for me.
I send the invoice and delivery information as follows:

Looking forward to your feedback.",2
"Thank you, Mr. Kha,

I received the information, I sent you again the detailed quotation you see the attached file.
I signed a confirmed Po for me.

Best regards",2
"Dear Mr. Central, 
My side will proceed to order for this shipment. Please send back the quotation and bank information. 
My side will confirm the order and pay the order. 
We hope to receive your reply.",2
"Dear Mr. Kha, 

I sent you the price of WAGO device, I see the attached file for me. 
If you need more information, please contact me. 

Appreciation and thanks.",3
See attached proforma invoice with new freight cost. This will be door to airport costs.,2
"Dear Mandy Bowers, 
Thanks for your support! 
Please, confirm freight cost because we will list fee in PO. So, we can payment for you by our bank. 

Best regards,",2
"Order confirmation attached. I will send with freight cost once confirmed. 1 EFI75Xx is $ 300.00 to ship with UPS 2 units will be $ 550.00 . I will find out cost for 2 with a freight forward that may be more economical. 

Can you confirm a postal code please.",2
"Dear Mr. Nguyen, 

Thank you for the PO, our team will revert back with the freight and payment details shortly. 
Please feel free to contact me for any queries. 

Thank you very much. 

Best regards,",2
"Dear Arwhin,
Have a nice day!
We send you draft PO as in attached file.
Please, check it and confirm us.
Hope to receive your mail.

Best regards,",2
"Hello Kha, 

Happy New year, thank you for the confirmation. 

Kindly send us the Purchase order for us to process the Proforma Invoice. 
We will provide banking details and logistics information together. 

Thank you very much. 

Best regards,",2
"Dear Arwhin Harie, 
We will process to order for this rnquiry. Please, send us proforma invoice and information Bank. 
We will draft Po and send you. 
Hope to receive your mail. 

Best regards,",2
"Hello Kha, 

Thank you. The EFi75XX is being used in many Navy ( Korea, UK, Bangladesh etc), Oil& Gas & Aerospace industry. 
Korean recently bought 100 units from us for the vessels. They are IP55 water rated as well. 

By the way, what industry is your customer from ( Marine, Shipping etc) and what is their end application? 

Thank you very much. 

Best regards,",1
"Hello Kha, 

Please find attached revised quote with fan and accessories. 

Thank you very much. 

Please note: US Factory is closed from 24 Dec 2019 to 1 Jan 2020, I remain contactable in Singapore during this time. 

Best regards,",3
"Dear Arwhin Harie,
Have a nice day!
Could you please quote us for accessories as in your catalogue :

Duct Adapter/Reducer
Order # EC0301
12"" (30 cm) - 8"" (20cm) diameter Duct Adapter/Reducer for the 30cm EFi75xx

ECKO Flex™ Anti-Static Duct with carrying bag :
Order # FDT-1215CBB - 12"" (30cm) anti-static duct 15'
(4.6 m), w/ carrying bag

Order # FDT-1225CBB - 12’’ (30cm) anti-static duct 25'
(7.6 m), w/ carrying bag

May be, our customers need advice them for accessories.
Thanks you so much!

Best regards,",3
"Hi Kha, 

No, accessories are add on at additional costs. 
What accessories are they after, ducts, adapters etc 

Thank you very much. 

Please note: US Factory is closed from 21 Dec 2019 to 1 Jan 2020, I remain contactable in Singapore during this time. 

Best regards,",3
"Dear Kha, 

Please find attached quotation for your consideration. 
Let me know if you require any further information. 

Thank you very much. 

Please note: US Factory is closed from 21 Dec 2019 to 1 Jan 2020, I remain contactable in Singapore during this time. 

Best regards",2
"INVITATION TO THE CONFERENCE 
Best regards: Bi'tis Shoe Company 

In order to promote activities and improve the quality of scientific research, to meet the information needs of students. In addition, with the desire to orient students of the Faculty of Information Technology to have an overview of the implementation of the topic, introduce the scientific research process at the University of Economics and Law. 

The Organizing Committee is very pleased to welcome your company to participate in the SCIENTIFIC RESEARCH ORIENTATION COURT for STUDENTS OF INFORMATION SYSTEMS as a speaker. 

Specific information about the CONFERENCE is as follows: 

- Time: 13:00, Saturday, September 7, 2019 
- Location: Building A - room 710, University of Economics and Law. 
- Program Timeline: (attached file) 

His presence is an honor for the Organizing Committee and students who are interested in Scientific Research. 
Wishing you a productive new day! 

Best regards, 
Kim Thuy.",2
"First of all, GOOD VIETNAM would like to express our sincerest and deepest thanks to your company for trusting us to cooperate and use our services. Your trust has contributed greatly to the development and success of GOOD VIETNAM in recent years.

With the motto SHARE THE BEST BENEFITS FOR CUSTOMERS We are committed to always giving you and your company the best services with reasonable price policy and many other incentives. GOODVN strongly believes in the good and long-term success of the cooperation between us and our partners.
Best regards,",2
"First of all, on behalf of the Organizing Committee of the Challenge with ERP Simulation Games under the Executive Committee of the Faculty of Information Systems - University of Economics and Law, I would like to send you my best regards and best wishes. strong.
My name is Ngoc Thuy - Head of Communication - Technology Department of ERP Simulation Games Challenge.

To enable students to experience business processes and strategies similar to those found in real-world businesses, the ERP Simulation Games Challenge is an academic competition in which teams play roles from Working in professional fields: purchasing, sales, production, accounting, information management... to the leadership's forecasting and decision-making roles.

Coming to the contest, students also trained and experienced business process simulation solutions of the world's leading technology corporations, including: SAP S/4 HANA system and ERPSIM system on the platform. SAP S/4 HANA

It is known that you are a reputable organization in spreading information to the student community, so BTC is looking forward to receiving communication support from you so that the Challenge with ERP Simulation Games can spread to other students. you more students.
Here, I would like to send the Communication Support Plan and Benefits of the Challenge with ERP Simulation Games. (Attached files)

Support form: 01 media post including Image + Content.
Support period: October 24, 2020 - October 28, 2020

We look forward to receiving your support to make the contest go well.
Best wishes to your unit and thank you very much!

Best regards,
Ngoc Thuy.",2
"The first word allows VVF to send to you all the best wishes for health and best regards.

The program “ESG” takes place with the desire to help students have an overview of the implementation of scientific research as well as create favorable conditions for scientific research activities of the Faculty.

As part of the [IS Event] series of activities, Doan Khoa hopes to receive media support from you so that the program can reach more students.
Your support is an honor and a source of motivation for the success of the program

Wishing you a new productive week.
Best regards,
Lily",2
"EFY Vietnam Information Technology Joint Stock Company would like to send to you the best wishes and best regards!

EFY Vietnam was established in 2007, is a unit specializing in providing event management products and services that has experienced many years of experience and received the trust of many partners across the country.

With the need to expand the market and improve the efficiency of product distribution to users, EFY Vietnam would like to invite you to join EFY's business system with the following incentives for agents:

- High discount rate with many attractive incentive programs.

– EFY supports documents, business deployment tools

– Agents self-determine the selling price, proactively issue invoices and sign contracts with customers

– EFY cooperates with agents to support customers throughout the use process.

With the spirit of ""Shared cooperation - sustainable development"", EFY Vietnam wishes to bring the greatest experiences and utilities to users with the unit.

For more information about business cooperation policy, please contact:

EFY Vietnam Information Technology Joint Stock Company

– Head office: 9th floor, Sannam Building, 78 Duy Tan, Dich Vong Hau Ward, Cau Giay District, Hanoi.

– HCM Branch: M002B Phu Nhuan Building, No. 20 Hoang Minh Giam, Ward 9, Phu Nhuan District, HCMC.

– Tel: 024. 6287 2290 – Hotline/zalo: 0372918597 (Ms. Phuong Tu) – Email: ca@efy.com.vn
Best regards,",2
"Dear Bi'tis Shoe Company,

First of all, PPG Contest Organizing Committee would like to send to the organizers respectful greetings, wishes for health and success.

My name is Thuy Linh - Head of Communication - Technical Department of PPG contest.

PPG is an academic competition for students who are passionate about business and want to experience the implementation of business operations on the enterprise resource planning system. Following the success of the previous 3 seasons, PPG's return promises to create a useful and attractive playground for students across the country.

In order to help the contest spread widely across the country and students can access information quickly and accurately, I look forward to receiving the companionship from you as an applicant. Media Sponsor for the PPG contest. This will be a great contribution to the Organizing Committee in conveying the values ??of the contest to the students.

Here, I would like to send the Media Sponsorship Plan and Benefits of the PPG contest. (Attached files)

Hope to receive a reply from you soon so that the contest can take place completely.
Thank you and wish your organization a sustainable development.

Best regards,
Thuy Linh",2
"Dear Bi'tis Shoe Company,

First of all, the organizers of the ""Starting a Business"" contest would like to send you our respectful greetings and best wishes.

“Starting a Business” is a competition organized by the Management Potential Club (GPA), with the desire to create an academic playground, giving students the opportunity to showcase their talents and create a stepping stone for the future. your entrepreneurial dream. After more than a month of taking place, with the enthusiastic participation of thousands of students throughout the South, the organizers have found the TOP 6 best teams entering the Final Round of the ""Starting a Business"" contest for the first time. IX - 2021.

The organizers of the ""Starting a Business"" contest would like to send you an invitation to participate in the Final Round of the contest as an Honorary Guest.

In addition, when participating in the Final of the IX ""Starting a Business"" contest - 2021, you will become one of the investment funds of the program with a prize value of up to 1,000 investment funds. 000 VND (1 million VND).

Your presence will be a great honor and motivation for the Organizing Committee, and at the same time contribute to the success of the Final.

We wish you more and more development and bring more practical values ??to the student community.

Best regards,

Organizers of the 9th ""Starting a Business"" Contest - 2021.",2
"First of all, on behalf of the Organizing Committee of Hoa Moc Mien Volunteer Campaign 2021, I would like to send to Bi'tis Shoe Company respectful greetings, wishes for health and success.

HOA MOC MEN is an annual Volunteer Campaign organized by the Union Branch of the Faculty of Information Systems, University of Economics and Law (VNU - Ho Chi Minh City), to bring to workers in difficult circumstances. difficult and poor children a meaningful gift, partly sharing the burden of making a living with people in poor communes. With the goal of sharing and helping disadvantaged lives, bringing the red color of Myrrh Flower to families in difficult circumstances, we act according to the message:

""Enough sunshine, flowers will bloom, enough love and happiness will be full""

In order to join hands to contribute to the campaign, creating a truly meaningful program, BTC is looking forward to receiving the companionship from Bi'tis Shoe Company as the Sponsor for HOA MOC VOLUNTEER CAMPAI MINI 2021.

Thanks to your material and spiritual help, it will help us be eligible to implement the program, bringing joy to people with special circumstances, especially children. Besides, this will be a good opportunity for you to get closer to the data source of students of the Faculty of Information Systems, build an image, develop a brand, show your interest in the company. society, as well as expand their influence further to the student community.

In order for you to have a comprehensive view of the program and sponsor benefits, we would like to attach a detailed program plan (attached file).

If you have any questions, you can reply directly to this email or contact us by phone number 0942964240 (Nhat Minh - Head of External Relations) or 0333 991 440 ( Nhu Tuyet).

Once again, the Organizing Committee of HOA MOC MEN 2021 sincerely thanks and hopes to cooperate with you.

Wish Bi'tis Shoe Company more and more development!

Best regards,

Executive Committee of the Union of Information Systems Faculty",2
"On behalf of the Organizing Committee of the ROAD TO E-COMMERCE Seminar under the Faculty of Information Systems, University of Economics and Law, Vietnam National University, Ho Chi Minh City, I would like to send to Bi'tis Shoe Company respectful greetings, best wishes for health and happiness. most successful.

I am Nguyen Thi Linh Anh - Head of External Relations Department of Information Systems Faculty and Organizing Committee of the Workshop “ROAD TO E-COMMERCE | CAREER MAP: OPPORTUNITIES IN E-COMMERCIAL INDUSTRY"", I would like to express my sincere thanks to your company for taking the time to pay attention to this seminar. This is a program with the mission to help students improve their understanding, career orientation and seize opportunities to work with businesses in the field of e-commerce after the Covid-19 pandemic.

To spread information about the ROAD TO E-COMMERCE seminar, bringing a successful program and bringing many useful values ??to many students across the country. The organizers hope that Bi'tis Shoe Company can become a speaker in the program, most importantly, the influence of your company on young people is extremely broad and strong. The organizers believe that the sharing from your company will bring meaningful knowledge to help students become more confident and consistent with the career direction they choose.

With the mission of raising knowledge, the Faculty of Information Systems has been asserting itself with programs aimed at career guidance and creating an environment for young people to receive new knowledge, especially MAKE YOUR VIRAL 2020 or most recently with ERP SIMULATION GAMES 2021. And to continue the success of previous programs, Information Systems Faculty continues to organize ROAD TO E-COMMERCE Seminar program With many interesting content will take place consecutively as follows:

Content 1: Overview of e-commerce, the recent boom in the e-commerce industry with career opportunities.

Content 2: Seize internship opportunities, work with e-commerce businesses: positions can be applied for, candidate requirements.

Content 3: Sharing experiences and skills when working at e-commerce companies: job description, sharing of difficulties at work, secrets of cooperation with colleagues.


Information about the program:

Event time: 7:00 p.m. Sunday, May 15, 2022.

Organization form: Online Zoom Meeting.

(For details, please refer to the attached file.)

I look forward to receiving a response from Bi'tis Shoe Company in the near future. If you have any questions, you can contact me directly via this email or by phone (zalo) 039 697 4192 (Linh Anh).


Once again, the Organizing Committee of the ROAD TO E-COMMERCE Conference sincerely thanks and hopes to cooperate with you. Wish you more and more success and development.


Sincerely thank.

Best regards,

Organizing Committee ""ROAD TO E-COMMERCE | CAREER MAP: OPPORTUNITIES IN E-COMMERCE INDUSTRY”.",2
"Dear Sir/Madam,
I write to inform you that we are interested in your products which I saw on TV and we sincerely hope to establish a long-term business relation with your esteemed corporation. Please kindly send me your catalog.
Also inform me about the MOQ, Delivery time, and payment terms warranty.
Contacts us on: mclifordd@gmail.com
Your early reply is highly appreciated
Thank You
Johnson Kell
Sales Manager",2
"Every summer and autumn, our Faculty of Information Systems welcomes a new class of children with many surprises and strange feelings in a new environment and new life.

For the purpose of connecting new students, the Executive Committee of the Youth Union - Faculty of Information Technology organized a Camp to welcome new students in 2019 - HEY K19! with the theme ""RED FLOWER CAMP"".

Specific information:

?? Time: October 12-13, 2019.

?? Location: Cao Minh tourist area – DT767, Vinh Tan, Vinh Cuu, Dong Nai.
Timeline overview of campfire night:
- 18h30 - 21h30: Art
- 21:30-22:30: Campfire
- 22:30 - 23:45: Students rest and eat at night
- 0h - 4h: Run at night station

We hope that you will attend the Camp to once again immerse yourself in the memories of the beautiful student days and at the same time inspire the innocent and immature juniors. Your presence will bring great meaning and motivation to both the campers and us.

In order for us to prepare well for the program, please reply to the Mail before October 8, 2019 to confirm.

If you have any questions, please contact this Gmail directly or via phone number 0368880958 - Hong Gam.

Wish your company a productive week!

Best regards,
Nguyen Ngoc Thach.",2
"OP JOINT STOCK COMPANY would like to send respectful greetings to your company

OP Joint Stock Company is one of the enterprises producing and trading handbags. Currently, the company's products have been exported to more than 30 countries and regions, along with a nationwide distribution system. From 2001 to now, the company has been continuously decided by the Ministry of Industry and Trade to recognize the prestigious export title of Vietnam, in 2011 our company was honored to be awarded the third Labor Medal by the President of the country.

Now our company would like to send you this open letter with the hope that your company will have more choices and we will have more new loyal customers.

If your company has a need to cooperate or want to know more details about the product, please contact our company via the Website. Or contact us directly. Looking forward to cooperation and service.

Thank you very much for your interest in this open letter!
Best regards,",2
"I'm Xuan Vu - Member of the Communication Department of the 11th ""Finding Future CEO"" Contest - In 2022, under the Faculty of Management - Union of UEH University.

First of all, I would like to send to Bi'tis Shoe Company on behalf of the Organizing Committee of the ""Finding Future CEO"" Contest, best regards and best wishes for health.
Finding the future CEO is a contest with a scale throughout the South and is held annually with the mission of creating a rewarding environment as well as a practical playground for students to hone their skills, learn and improve their skills. Ask for knowledge and promote your leadership qualities as a CEO. After 10 successful contest seasons, the contest has attracted the attention of businesses, schools, newspapers,... with nearly 83,000 contestants across the South and more than 4,800 000 hits.
It is known that Bi'tis Shoe Company, which is an influential unit, brings positive values ??to students, so the Organizing Committee is looking forward to receiving the support and help from you. position in the form of Media Support so that the value of the Contributor Recruitment Program is spread more widely.

Your support is very meaningful in spreading the message and values ??of the contest to the students and contributes significantly to the success of the program.
Besides, if you have any questions or suggestions for the invitation to cooperate, we hope that you will reply via boxmail so that the two sides can discuss further.

On behalf of the Organizing Committee of the Contest, I would like to thank you for taking the time to participate in the Contest. Wishing you more and more development and success in the future!

Best regards,
Xuan Vu.",2
"I am very pleased to invite you to attend the PPL seminar in HCMC. HCM. A draft of the program will be attached for you to want to know more about the program information.
This seminar is organized by VDC and is aimed at promoting new products.
Due to limited space, please confirm your participation information. Email Address Please email information to Mr. Jim's email at jim@gmail.com on September 29, 2019. Once confirmed, please complete the online registration for the seminar at hang.com.vn and follow the seminar's information via website htlk.com.vn to find out the necessary information. set.

I look forward to hearing from you and hope that you are ready to participate in this important event.

Sincerely thank,
Best regards,",2
"My name is Nin from the CIO Internship Program 2017 under the Faculty of Business Information Systems, Ho Chi Minh City University of Economics. Today, I sent an email with the desire to receive communication cooperation from Bi'tis Shoe Company for the CIO Internship program 2017.

With the predecessor of the ""Informatics ladder"" contest, this year, the contest was renamed to CIO Apprentice 2017, bringing with it improvements in exam rules and a completely new orientation in content.

The CIO Apprentice Program 2017 wishes to provide a useful playground for students who are passionate and want to improve their knowledge of informatics and economics as well as promote the movement of learning - scientific research and ideas. creativity in students. Including a series of 3 rounds of competition and the final night taking place from March 12 to April 23. Round 1 of CIO Apprentice 2017 will take place from March 12 to March 22. And the final round is scheduled to take place on April 23.

In order to make the program more accessible and closer to the students, the Organizing Committee of CIO Internship 2017 is looking forward to receiving your cooperation and communication support in the period of 1: 20h-22h from March 9-21 and the final round April 17-22. In order for the contest to be prepared on schedule, I hope that the BUT-B4T Information and Communication Department will confirm the program in this email box within the next 2 days.


Thank you very much Bi'tis Shoe Company for taking the time to read my email. Wish Bi'tis Shoe Company more and more development and more success!",2
"First, the Board of Directors of OPL Company would like to send to our partners respectful greetings, good luck and success.
OPL company is a leading company in the field of providing investment services. With the business philosophy ""Do not invest capital but still bring income to your partners"", always want to bring success to all partners. Because we think that the success of our partners will be our own success.
OPL company would like to send an invitation to cooperate with our partners to jointly carry out our business activities in the present and future.
We propose the following form of cooperation:
We provide our partners with the company's product catalog for you to introduce and sell products to customers. At that time, we will send you an attractive commission and other discounts for introducing and selling products to customers.
We are committed to always giving our partners the best products and services with reasonable price policy, high discounts and many other incentives. With goodwill to cooperate for mutual development, OPL Company strongly believes in the good and long-term success in the cooperation process between us and our partners.
.
Thank you very much!
Best regards,",2
"First of all, on behalf of the Organizing Committee of the MAKE YOUR VIRAL contest under the Faculty of Information Systems, I would like to send to VinaWatch respectful greetings, wishes for health and success.
I'm Tran Thi Hong Gam - Head of the External Relations Department of the MVV 2 contest.

MVV is a contest about Digital Marketing to find great ideas from students and put those ideas into practice - for the benefit of the business itself, by the Faculty of Information Systems under the Department of Information Systems. The delegation of the University of Economics and Law (National University of Ho Chi Minh City) organized.

Following the consecutive success from the previous 2 seasons, the MVV season 2 competition promises to continue to be a useful and attractive academic playground for students across the city.

In order to widely spread the image of VinaWatch, and at the same time take advantage of strengths, together create a ""multi-dimensional"" resonance in the spirit of ""win-win cooperation"", I look forward to receiving the companionship from VinaWatch with the company. as the Sponsor of the MVV 2 Competition.

In order for Bi'tis Shoe Company to have an overview of the program, I would like to attach a detailed program plan (attached file).

Any questions about the Bi'tis Shoe Company contest can be answered directly by this email or by contacting the phone number 0368880958 - Hong Gam.

Once again, the Organizing Committee of the MVV 2 Contest sincerely thanks and hopes to cooperate with VinaWatch.

Wish Bi'tis Shoe Company more and more development!

Best regards,
BTC Make Your Viral Contest.",2
"I'm John - Head of the M&N contest organizer.

The contest aims to find great ideas and put them into practice from students who have a passion for Marketing, especially Digital Marketing, in addition to training their thinking ability, presenting their thoughts to students. pellets. This March, we will hold a Digital Marketing contest called M&N.

The M&N competition aims to become a useful academic playground for students to confidently showcase their talents, knowledge, bravery and especially creativity, at the same time, the program also is a practical bridge connecting students and businesses, giving you the opportunity to experience, exchange, learn from experience, develop ideas, build a digital marketing campaign.

In order for the program to be successful, I look forward to receiving your companionship as a sponsor of the M&N Contest.

In order for you to have an overview of the program, I would like to attach a detailed program plan (with attached file).

If you have any questions about the program, please reply directly to this email or contact us at 0125878967 (John).
Once again, the organizers of the M&N Contest sincerely thank and hope to receive cooperation from you.

Wish your business work effectively and successfully!

Best regards
M&N Competition Organizing Committee.",2
"I'm Dan and I'm the Head of the NBM Competition's External Relations Committee,

With the mission of finding great ideas from students who are passionate about Digital Marketing and putting those ideas into practice, OP company will organize a Digital Marketing contest called NBM. The NBM competition aims to become a useful academic playground where students can confidently display their talents, knowledge, bravery and especially creativity. At the same time, the program is also a practical bridge connecting students and businesses, giving you the opportunity to experience, exchange, learn from experience, develop ideas, build a digital marketing campaign.

In order to take advantage of our strengths, together create a ""multi-dimensional"" resonance in the spirit of ""Win-Win Cooperation"", I look forward to receiving your companionship as a Sponsor of the Event. NBM . exam
In order for you to have an overview of the program, I would like to attach a detailed program plan (with attached file).

If you have any questions about the program, please reply directly to this email or contact us at 097564589 (Dan).

Once again, the Organizing Committee of the NBM Contest sincerely thanks and hopes to receive the cooperation from your business.

Wish your business work effectively and successfully!

Best regards

NBM Competition Organizing Committee.",2
"My name is Linda, I am currently in charge of the External Affairs of the program ""For children"". We are running a volunteer program. The program is implemented by volunteers from social organizations and clubs in Hanoi and ASG is the main organizer, the program has received the attention and help of many people. 

I send the attached documents for our side to research and support to fund our program.

Thank you very much!
I salute you and wish you a good day.
Linda,",2
"I'm Thuy Chi, Head of External Relations of GIVE IT BACK - a crowdfunding project, initiated and operated by Lead The Change through Mentoring 1-1.

Over 4 seasons, GIVE IT BACK has raised VND 247,055,048 for 4 beneficiaries, connected 252 Mentor - Mentee pairs, accompanied by more than 30 media ambassadors and 12 clubs from universities.

Following that success, in this season 5, GIVE IT BACK wishes to cooperate more deeply to accompany students and young people on their personal development journey. It is known that Bi'tis Shoe Company has had many useful activities for the student community and has received the trust of many partners. GIVE IT BACK is very impressed by your experience and activities. Therefore, on behalf of GIVE IT BACK, I would like to send a cooperation invitation to Bi'tis Shoe Company.

More detailed information about GIVE IT BACK and invitation to cooperate, I invite Bi'tis Shoe Company to refer to the attached Proposal below. If you have any questions, I'll be happy to answer.

Wishing Bi'tis Shoe Company a successful and impressive working year!
Best Regards,",2
"First, the Board of Directors of VGG Company would like to send to our partners respectful greetings, good luck and success.

Surely you have heard of our company's contest brand. Bi'tis Shoe Company is a leading company in the field of providing quality shoes. The field of footwear is considered as the strength of Bi'tis Shoe Company, it is difficult for any unit to have a competitive advantage. Because we think that the success of our partners will be our own success.

VGG Company would like to send an invitation to cooperate with our partners who are Organizations, Enterprises and Individuals who are interested and want to cooperate with us to jointly carry out activities to promote the running competition - a strategic field. our strategy for the time being now and in the future.

We propose here two forms of cooperation:

1. First form of cooperation:……

2. The second form of cooperation:……

We are committed to always give you the best services with reasonable price policy, high discount and many other incentives. With the goodwill to cooperate for mutual development, VGG Company strongly believes in the good and long-term success in the cooperation process between us and our partners.

Thank you very much!",2
"
Recently, the Organizing Committee has sent to you the ""Invitation to participate in the Final of the IX Business Startup Contest - 2021"". In the letter, the Organizing Committee mentioned that when participating in the program, you have the opportunity to become an investment fund to receive attractive prizes. In order to inform you more clearly, the Organizing Committee would like to send you the ""INVESTMENT RULES"" (01 attached file).

The Organizing Committee sincerely apologizes for this inconvenience.

Best regards,

Organizers of the 9th ""Starting a Business"" Contest - 2021.",2
"First of all, the Organizing Committee of MYV 2022 would like to send you the best wishes!

As previously announced, the Organizing Committee would like to send you information about the Communication Support article of the MYV FINAL CONTEST 2022,

With the hope of getting the support and cooperation from Bi'tis Shoe Company to make the MYV 2022 finale spread to more students in the school, the organizers are looking forward to receiving media support from you. company.
Below are attached articles and photos for the final communication of the program, we hope that you can support the communication for the organizers of the MYV 2022 Contest from: May 2, 2022 - May 7, 2022

Wish your company a good week/working day!

Best regards,
Nini",2
"During the past year, thanks to your attention and support financially and mentally, we have built a solid foundation. On the occasion of the upcoming New Year, we would like to hold a reunion event.

We cordially invite you to take a moment of your precious time to join our event. Please give us feedback on your arrival time to facilitate our reception. For more details, please contact by phone number or e-mail attached.
Best regards,",2
"I am from the Shock Team under the Faculty of Electrical and Electronics Engineering, University of Science and Technology. Upcoming on April 2, 2017 we will hold Big Game 2017: Road to the New World. We would like to invite Bi'tis Shoe Company, come join us.
Hope your company will reply me via this gmail soon and we will have a meeting to discuss in more detail.
Thank you Bi'tis Shoe Company for reading this message.",2
"The Faculty of Information Systems sincerely thanks your company for accepting the invitation to attend the Business Exchange Day tomorrow, October 21.

If your company has a slide presentation tomorrow, you can send the slide in advance to prepare well.

When you come to school, please call Hung (phone number: 096887547) so that we can pay attention to welcome you.

Thank you very much and see you soon!
Hung",2
"We are interested in your latest collection in Biti's Hunter product line. Could you send me your catalogue with price list? 
1. Please indicate if you would like to send samples of some selected products (FREE OF CHARGE) for inspection prior to place orders. 
2. Please indicate any discounts or special offers for quantity orders. 
In the first instance, please send all correspondence to: abccompany@gmail.com 
Thank you, 
William 
Sales Manager""",2
